#DataThief C:\Users\mario\Documents\GitHub\Advanced_physics\Condense_Matter\hw6\1a_coherent_lenmgth.png Samstag 25-Okt.-2025 2:45:19 PM
1.6498e-4, 1.0491e-3
1.6734e-4, 1.0636e-3
1.697e-4, 1.0636e-3
1.7208e-4, 1.0636e-3
1.745e-4, 1.0636e-3
1.77e-4, 1.0783e-3
1.7954e-4, 1.0932e-3
1.8212e-4, 1.1083e-3
1.8468e-4, 1.1083e-3
1.8733e-4, 1.1236e-3
1.9001e-4, 1.1391e-3
1.9269e-4, 1.1391e-3
1.9274e-4, 1.1548e-3
1.9551e-4, 1.1707e-3
1.9831e-4, 1.1869e-3
2.011e-4, 1.1869e-3
2.0392e-4, 1.1869e-3
2.0685e-4, 1.2033e-3
2.0982e-4, 1.2199e-3
2.1277e-4, 1.2199e-3
2.1582e-4, 1.2367e-3
2.1892e-4, 1.2538e-3
2.2206e-4, 1.2711e-3
2.2518e-4, 1.2711e-3
2.2841e-4, 1.2886e-3
2.3169e-4, 1.3064e-3
2.3501e-4, 1.3244e-3
2.3831e-4, 1.3244e-3
2.4173e-4, 1.3427e-3
2.452e-4, 1.3612e-3
2.4865e-4, 1.3612e-3
2.5221e-4, 1.38e-3
2.5583e-4, 1.3991e-3
2.5943e-4, 1.3991e-3
2.6315e-4, 1.4184e-3
2.6692e-4, 1.4379e-3
2.7075e-4, 1.4578e-3
2.7456e-4, 1.4578e-3
2.785e-4, 1.4779e-3
2.8249e-4, 1.4983e-3
2.8646e-4, 1.4983e-3
2.9057e-4, 1.519e-3
2.9474e-4, 1.5399e-3
2.9897e-4, 1.5612e-3
3.0317e-4, 1.5612e-3
3.0752e-4, 1.5827e-3
3.1194e-4, 1.6046e-3
3.1632e-4, 1.6046e-3
3.2086e-4, 1.6267e-3
3.2546e-4, 1.6492e-3
3.3013e-4, 1.6719e-3
3.3477e-4, 1.6719e-3
3.3957e-4, 1.695e-3
3.4445e-4, 1.7184e-3
3.4929e-4, 1.7184e-3
3.543e-4, 1.7421e-3
3.5938e-4, 1.7661e-3
3.6454e-4, 1.7905e-3
3.6977e-4, 1.8152e-3
3.7496e-4, 1.8152e-3
3.8034e-4, 1.8403e-3
3.858e-4, 1.8657e-3
3.9134e-4, 1.8914e-3
