-700,11425.5083095634
-699.5,11170.5491331688
-699,11638.7444009013
-698.5,11533.9651379475
-698,11523.9649570211
-697.5,11551.4996391458
-697,11296.8876447819
-696.5,11412.6654624978
-696,11681.9987359726
-695.5,11833.3896319352
-695,11521.8807807954
-694.5,11677.8724715494
-694,11599.6672694545
-693.5,11481.1589596809
-693,11475.8831288296
-692.5,11946.678649259
-692,11776.7021318161
-691.5,11670.0858027492
-691,11739.0245665792
-690.5,11638.6972547761
-690,11819.7290468974
-689.5,12026.8988446421
-689,11968.2752895113
-688.5,11745.4497839161
-688,12288.1511926168
-687.5,12255.1786489971
-687,12339.0079483579
-686.5,11956.554733246
-686,12484.1643795642
-685.5,12418.0117418942
-685,12419.7221821368
-684.5,12370.3361637185
-684,12514.5968212733
-683.5,12333.3190035166
-683,12183.8399571693
-682.5,12511.1625728037
-682,12267.314667793
-681.5,12572.9575509481
-681,12342.0924863549
-680.5,12200.5513011645
-680,12003.7362723019
-679.5,12034.3755423668
-679,12050.5646679929
-678.5,12463.3829486477
-678,12050.5650290992
-677.5,12181.7239887815
-677,12514.1658242962
-676.5,12376.3114166248
-676,12282.0131870795
-675.5,12088.3222544493
-675,12077.7877530792
-674.5,12392.5453398511
-674,12487.62734821
-673.5,12291.3529631027
-673,12528.994581278
-672.5,12216.4524930731
-672,12237.3473632268
-671.5,12582.9194367823
-671,12505.0892344865
-670.5,12612.5010843398
-670,12642.4328040251
-669.5,12750.1018793661
-669,12294.2955207321
-668.5,13101.2328404752
-668,12493.0429915118
-667.5,12876.9575512721
-667,13084.5473265295
-666.5,12613.4033599833
-666,12946.643063778
-665.5,13289.5554554598
-665,12973.7561415939
-664.5,12824.400108753
-664,12497.4188952977
-663.5,12886.6006147518
-663,12810.3917997483
-662.5,13005.9992779321
-662,13030.5469657565
-661.5,12849.7406074207
-661,12641.6842490095
-660.5,13140.5953761393
-660,13234.9479772078
-659.5,13434.2100794781
-659,13885.6591407139
-658.5,13394.8764458116
-658,13243.5933889519
-657.5,13393.8146680693
-657,13153.4976518389
-656.5,13224.1502892291
-656,13306.2940752573
-655.5,13700.9736278584
-655,14065.4678472918
-654.5,13706.7136927813
-654,14161.8598271778
-653.5,13710.1981579442
-653,13957.938764767
-652.5,14076.7108022889
-652,14012.47416959
-651.5,13940.010296768
-651,14028.0108385749
-650.5,14230.7662575929
-650,14083.3674138704
-649.5,14578.6800945136
-649,14255.5693643594
-648.5,14396.9871755587
-648,14520.7861276874
-647.5,14662.215860154
-647,14279.3945093589
-646.5,14601.6667273768
-646,14373.247471719
-645.5,14246.3948700773
-645,14427.2915466557
-644.5,14579.0363084841
-644,14853.1784690051
-643.5,14404.5661127943
-643,14711.3450148385
-642.5,14439.0005423293
-642,14782.166727243
-641.5,14559.7059251469
-641,14302.019147645
-640.5,14861.3592854687
-640,14669.0968214318
-639.5,14977.6974360323
-639,14822.6092856497
-638.5,15249.8917996295
-638,15576.7050222428
-637.5,15775.2194731604
-637,16228.6889459135
-636.5,15999.9750731037
-636,16072.7805283572
-635.5,16063.2315758057
-635,15968.1759399232
-634.5,15738.1707013479
-634,15290.2743865063
-633.5,15734.8130425068
-633,15172.3238805581
-632.5,15037.9813949888
-632,14341.539921232
-631.5,14426.1949063089
-631,14640.5688229614
-630.5,14543.3029269504
-630,14724.717125095
-629.5,14136.5747837951
-629,14267.0677390429
-628.5,14236.3856583541
-628,14279.6363807081
-627.5,14056.7053831913
-627,13788.3038300978
-626.5,13521.0989888866
-626,12860.4855495759
-625.5,12284.1175941733
-625,12419.3668717623
-624.5,13064.5285412775
-624,13760.3018431941
-623.5,14149.9631511504
-623,14902.249278178
-622.5,15560.8358030676
-622,16617.0281797579
-621.5,17711.61524626
-621,18920.6732302316
-620.5,19295.7140541078
-620,19477.5413665814
-619.5,19178.4510482835
-619,19338.6529992198
-618.5,18843.126987795
-618,18345.9626088993
-617.5,18206.9895240073
-617,17877.1607667666
-616.5,17566.0592493606
-616,17885.3200881732
-615.5,17589.2221828839
-615,16784.9380423748
-614.5,17403.3497119138
-614,17000.4660405202
-613.5,17006.1853326221
-613,15818.6103692392
-612.5,14934.0641258759
-612,14188.8115972414
-611.5,13156.6280712512
-611,12270.8079845976
-610.5,11646.8067200103
-610,11513.74169103
-609.5,10818.7783601667
-609,10969.5587070251
-608.5,10799.8401373233
-608,10934.948880237
-607.5,10732.3764449013
-607,10532.4385838294
-606.5,10365.3410406304
-606,10610.2521680689
-605.5,10223.0016255707
-605,10632.7471103046
-604.5,10880.131503276
-604,10694.538475992
-603.5,10636.4535769247
-603,10979.7444007687
-602.5,10581.8679555044
-602,10628.11831633
-601.5,10779.3043716017
-601,11025.2807084655
-600.5,10713.350252965
-600,10783.6614888645
-599.5,10720.6437866605
-599,10916.0074063563
-598.5,10858.9685697269
-598,11031.3213510733
-597.5,10631.0661130519
-597,11131.972904915
-596.5,11003.9105856911
-596,11005.6459541987
-595.5,10759.0249280856
-595,10875.1551665339
-594.5,10599.6889455751
-594,10828.1201232891
-593.5,11017.7397040369
-593,11016.740426418
-592.5,11103.3343574443
-592,11032.9400290936
-591.5,11158.1063949014
-591,11295.1371028975
-590.5,11104.1746750934
-590,11123.0498557569
-589.5,11055.9246753519
-589,11124.3959542025
-588.5,11171.3052748742
-588,11354.4703760029
-587.5,11684.1334900983
-587,11389.279624343
-586.5,11768.2902821329
-586,11448.0234831118
-585.5,11661.5502172178
-585,11481.2917271718
-584.5,11619.73247887
-584,11680.1914742401
-583.5,11901.6096464902
-583,11689.6679915036
-582.5,11652.3979410044
-582,11327.9788660863
-581.5,11557.5196895644
-581,11995.5520236792
-580.5,11486.7588512987
-580,12187.8394150523
-579.5,11933.2162216979
-579,11842.3305642953
-578.5,11963.7640902436
-578,12021.8453763876
-577.5,12095.6665464596
-577,11664.050036444
-576.5,12178.3695813312
-576,12267.8399570964
-575.5,12119.3292992141
-575,12098.9866335386
-574.5,12314.1584181323
-574,12537.2108028376
-573.5,12286.7704124947
-573,12243.1929192793
-572.5,12180.3735553119
-572,12464.5718936108
-571.5,12150.3385120287
-571,12293.6139816828
-570.5,12155.6636565213
-570,11244.8518790306
-569.5,10902.8950506203
-569,10813.1643789648
-568.5,10716.3399573151
-568,11213.491149402
-567.5,11635.9981939677
-567,12028.2218214326
-566.5,12609.2313950264
-566,12442.9107665759
-565.5,12498.7760122983
-565,12749.8011205949
-564.5,12911.1703397364
-564,13251.1900286453
-563.5,13174.9315395521
-563,13130.1548055243
-562.5,13107.9541189158
-562,13341.4770593942
-561.5,13427.0675582796
-561,13777.1575148022
-560.5,13718.1389098656
-560,13755.584538215
-559.5,13624.5298051214
-559,14008.294978325
-558.5,14329.6710623918
-558,14578.9234110559
-557.5,14882.1876814594
