Position	Messung 1
-6.702	0.24
-6.701	0.24
-6.699	0.24
-6.698	0.24
-6.696	0.24
-6.694	0.24
-6.693	0.24
-6.692	0.24
-6.690	0.23
-6.688	0.24
-6.687	0.24
-6.686	0.24
-6.684	0.24
-6.682	0.24
-6.681	0.24
-6.680	0.24
-6.678	0.24
-6.676	0.24
-6.675	0.24
-6.674	0.24
-6.672	0.24
-6.670	0.24
-6.669	0.24
-6.668	0.24
-6.666	0.25
-6.665	0.25
-6.663	0.25
-6.661	0.25
-6.660	0.26
-6.659	0.25
-6.657	0.26
-6.655	0.26
-6.654	0.26
-6.653	0.26
-6.651	0.26
-6.649	0.26
-6.648	0.27
-6.647	0.27
-6.645	0.27
-6.643	0.27
-6.642	0.27
-6.641	0.27
-6.639	0.26
-6.637	0.27
-6.636	0.27
-6.635	0.27
-6.633	0.27
-6.631	0.27
-6.630	0.27
-6.628	0.27
-6.627	0.27
-6.626	0.27
-6.624	0.27
-6.622	0.27
-6.621	0.26
-6.620	0.26
-6.618	0.26
-6.616	0.26
-6.615	0.26
-6.614	0.26
-6.612	0.27
-6.610	0.27
-6.609	0.27
-6.608	0.27
-6.606	0.28
-6.604	0.28
-6.603	0.28
-6.602	0.28
-6.600	0.28
-6.598	0.29
-6.597	0.28
-6.595	0.29
-6.594	0.29
-6.593	0.29
-6.591	0.29
-6.589	0.30
-6.588	0.30
-6.587	0.30
-6.585	0.30
-6.583	0.30
-6.582	0.31
-6.581	0.30
-6.579	0.30
-6.577	0.31
-6.576	0.31
-6.575	0.31
-6.573	0.31
-6.571	0.31
-6.570	0.30
-6.569	0.31
-6.567	0.31
-6.565	0.31
-6.564	0.30
-6.563	0.30
-6.561	0.30
-6.560	0.30
-6.558	0.30
-6.556	0.30
-6.555	0.30
-6.554	0.30
-6.552	0.30
-6.550	0.30
-6.549	0.31
-6.548	0.30
-6.546	0.30
-6.544	0.30
-6.543	0.30
-6.542	0.30
-6.540	0.30
-6.538	0.29
-6.537	0.30
-6.536	0.30
-6.534	0.30
-6.532	0.30
-6.531	0.30
-6.530	0.30
-6.528	0.30
-6.527	0.30
-6.525	0.30
-6.523	0.31
-6.522	0.31
-6.521	0.31
-6.519	0.31
-6.517	0.31
-6.516	0.31
-6.515	0.31
-6.513	0.31
-6.511	0.31
-6.510	0.31
-6.509	0.31
-6.507	0.31
-6.505	0.31
-6.504	0.31
-6.503	0.30
-6.501	0.30
-6.499	0.30
-6.498	0.30
-6.497	0.30
-6.495	0.30
-6.494	0.30
-6.492	0.30
-6.490	0.30
-6.489	0.31
-6.488	0.30
-6.486	0.30
-6.484	0.30
-6.483	0.31
-6.482	0.30
-6.480	0.30
-6.478	0.30
-6.477	0.30
-6.476	0.30
-6.474	0.30
-6.472	0.30
-6.471	0.30
-6.470	0.29
-6.468	0.29
-6.466	0.30
-6.465	0.30
-6.464	0.29
-6.462	0.29
-6.460	0.29
-6.459	0.30
-6.457	0.29
-6.456	0.29
-6.455	0.29
-6.453	0.29
-6.451	0.29
-6.450	0.29
-6.449	0.29
-6.447	0.29
-6.445	0.28
-6.444	0.28
-6.443	0.28
-6.441	0.28
-6.439	0.28
-6.438	0.28
-6.437	0.28
-6.435	0.28
-6.433	0.28
-6.432	0.28
-6.431	0.28
-6.429	0.28
-6.427	0.28
-6.426	0.28
-6.424	0.28
-6.423	0.28
-6.422	0.28
-6.420	0.28
-6.418	0.28
-6.417	0.28
-6.416	0.28
-6.414	0.28
-6.412	0.29
-6.411	0.29
-6.410	0.29
-6.408	0.29
-6.406	0.29
-6.405	0.29
-6.404	0.29
-6.402	0.29
-6.400	0.29
-6.399	0.29
-6.398	0.29
-6.396	0.29
-6.394	0.29
-6.393	0.29
-6.391	0.29
-6.390	0.29
-6.389	0.29
-6.387	0.29
-6.385	0.29
-6.384	0.29
-6.383	0.29
-6.381	0.29
-6.379	0.29
-6.378	0.29
-6.377	0.29
-6.375	0.29
-6.373	0.29
-6.372	0.29
-6.371	0.29
-6.369	0.29
-6.367	0.30
-6.366	0.28
-6.365	0.29
-6.363	0.29
-6.361	0.29
-6.360	0.30
-6.359	0.29
-6.357	0.29
-6.356	0.29
-6.354	0.30
-6.352	0.29
-6.351	0.29
-6.350	0.29
-6.348	0.29
-6.346	0.29
-6.345	0.29
-6.344	0.29
-6.342	0.29
-6.340	0.28
-6.339	0.28
-6.338	0.28
-6.336	0.28
-6.334	0.28
-6.333	0.28
-6.332	0.28
-6.330	0.28
-6.328	0.28
-6.327	0.28
-6.326	0.29
-6.324	0.29
-6.323	0.29
-6.321	0.29
-6.319	0.29
-6.318	0.29
-6.317	0.29
-6.315	0.30
-6.313	0.29
-6.312	0.29
-6.311	0.29
-6.309	0.29
-6.307	0.29
-6.306	0.29
-6.305	0.29
-6.303	0.29
-6.301	0.30
-6.300	0.29
-6.299	0.29
-6.297	0.30
-6.295	0.29
-6.294	0.29
-6.293	0.30
-6.291	0.29
-6.290	0.29
-6.288	0.29
-6.286	0.29
-6.285	0.30
-6.284	0.29
-6.282	0.30
-6.280	0.30
-6.279	0.30
-6.278	0.30
-6.276	0.30
-6.274	0.31
-6.273	0.31
-6.272	0.31
-6.270	0.30
-6.268	0.31
-6.267	0.31
-6.266	0.31
-6.264	0.31
-6.262	0.31
-6.261	0.31
-6.260	0.32
-6.258	0.33
-6.256	0.32
-6.255	0.31
-6.253	0.32
-6.252	0.32
-6.251	0.32
-6.249	0.32
-6.247	0.32
-6.246	0.32
-6.245	0.32
-6.243	0.31
-6.241	0.32
-6.240	0.32
-6.239	0.31
-6.237	0.32
-6.235	0.31
-6.234	0.31
-6.233	0.31
-6.231	0.31
-6.229	0.31
-6.228	0.31
-6.227	0.31
-6.225	0.31
-6.223	0.31
-6.222	0.30
-6.220	0.31
-6.219	0.31
-6.218	0.31
-6.216	0.31
-6.214	0.31
-6.213	0.31
-6.212	0.31
-6.210	0.30
-6.208	0.30
-6.207	0.30
-6.206	0.30
-6.204	0.30
-6.202	0.30
-6.201	0.30
-6.200	0.30
-6.198	0.30
-6.196	0.30
-6.195	0.30
-6.194	0.30
-6.192	0.30
-6.190	0.30
-6.189	0.30
-6.188	0.30
-6.186	0.30
-6.185	0.30
-6.183	0.30
-6.181	0.30
-6.180	0.30
-6.179	0.30
-6.177	0.30
-6.175	0.29
-6.174	0.29
-6.173	0.29
-6.171	0.30
-6.169	0.29
-6.168	0.29
-6.167	0.29
-6.165	0.29
-6.163	0.28
-6.162	0.28
-6.161	0.28
-6.159	0.28
-6.157	0.28
-6.156	0.28
-6.155	0.28
-6.153	0.26
-6.152	0.27
-6.150	0.27
-6.148	0.27
-6.147	0.27
-6.146	0.27
-6.144	0.27
-6.142	0.27
-6.141	0.27
-6.140	0.27
-6.138	0.27
-6.136	0.27
-6.135	0.27
-6.134	0.27
-6.132	0.26
-6.130	0.26
-6.129	0.26
-6.128	0.26
-6.126	0.26
-6.124	0.26
-6.123	0.26
-6.122	0.26
-6.120	0.26
-6.119	0.26
-6.117	0.26
-6.115	0.26
-6.114	0.26
-6.113	0.26
-6.111	0.25
-6.109	0.25
-6.108	0.25
-6.107	0.25
-6.105	0.25
-6.103	0.25
-6.102	0.25
-6.101	0.25
-6.099	0.25
-6.097	0.25
-6.096	0.25
-6.095	0.25
-6.093	0.26
-6.091	0.25
-6.090	0.25
-6.089	0.26
-6.087	0.26
-6.085	0.26
-6.084	0.26
-6.082	0.26
-6.081	0.26
-6.080	0.26
-6.078	0.27
-6.076	0.27
-6.075	0.27
-6.074	0.27
-6.072	0.27
-6.070	0.27
-6.069	0.27
-6.068	0.27
-6.066	0.27
-6.064	0.27
-6.063	0.27
-6.062	0.27
-6.060	0.27
-6.058	0.27
-6.057	0.27
-6.056	0.27
-6.054	0.28
-6.052	0.27
-6.051	0.27
-6.049	0.27
-6.048	0.27
-6.047	0.27
-6.045	0.27
-6.043	0.27
-6.042	0.27
-6.041	0.27
-6.039	0.27
-6.037	0.27
-6.036	0.27
-6.035	0.27
-6.033	0.28
-6.031	0.27
-6.030	0.27
-6.029	0.27
-6.027	0.27
-6.025	0.27
-6.024	0.27
-6.023	0.27
-6.021	0.26
-6.019	0.27
-6.018	0.27
-6.016	0.27
-6.015	0.26
-6.014	0.26
-6.012	0.26
-6.010	0.26
-6.009	0.26
-6.008	0.26
-6.006	0.26
-6.004	0.26
-6.003	0.26
-6.002	0.26
-6.000	0.26
-5.998	0.26
-5.997	0.25
-5.996	0.26
-5.994	0.25
-5.992	0.25
-5.991	0.25
-5.990	0.25
-5.988	0.25
-5.986	0.25
-5.985	0.25
-5.984	0.26
-5.982	0.26
-5.981	0.25
-5.979	0.25
-5.977	0.26
-5.976	0.26
-5.975	0.25
-5.973	0.26
-5.971	0.26
-5.970	0.25
-5.969	0.26
-5.967	0.26
-5.965	0.26
-5.964	0.25
-5.963	0.26
-5.961	0.26
-5.959	0.25
-5.958	0.26
-5.957	0.26
-5.955	0.26
-5.953	0.26
-5.952	0.26
-5.951	0.26
-5.949	0.26
-5.948	0.26
-5.946	0.26
-5.944	0.26
-5.943	0.26
-5.942	0.25
-5.940	0.25
-5.938	0.26
-5.937	0.26
-5.936	0.25
-5.934	0.25
-5.932	0.25
-5.931	0.25
-5.930	0.25
-5.928	0.25
-5.926	0.25
-5.925	0.25
-5.924	0.25
-5.922	0.25
-5.920	0.24
-5.919	0.24
-5.918	0.25
-5.916	0.25
-5.915	0.24
-5.913	0.24
-5.911	0.24
-5.910	0.24
-5.909	0.24
-5.907	0.24
-5.905	0.24
-5.904	0.24
-5.903	0.24
-5.901	0.24
-5.899	0.24
-5.898	0.24
-5.897	0.24
-5.895	0.24
-5.893	0.24
-5.892	0.24
-5.891	0.24
-5.889	0.24
-5.887	0.24
-5.886	0.24
-5.885	0.23
-5.883	0.23
-5.881	0.23
-5.880	0.23
-5.878	0.23
-5.877	0.23
-5.876	0.23
-5.874	0.23
-5.872	0.23
-5.871	0.23
-5.870	0.23
-5.868	0.23
-5.866	0.24
-5.865	0.24
-5.864	0.24
-5.862	0.24
-5.860	0.24
-5.859	0.24
-5.858	0.24
-5.856	0.24
-5.854	0.25
-5.853	0.26
-5.852	0.25
-5.850	0.25
-5.848	0.25
-5.847	0.25
-5.845	0.25
-5.844	0.25
-5.843	0.26
-5.841	0.26
-5.839	0.25
-5.838	0.25
-5.837	0.26
-5.835	0.26
-5.833	0.25
-5.832	0.25
-5.831	0.25
-5.829	0.24
-5.827	0.25
-5.826	0.25
-5.825	0.26
-5.823	0.26
-5.821	0.25
-5.820	0.25
-5.819	0.26
-5.817	0.26
-5.815	0.25
-5.814	0.25
-5.813	0.26
-5.811	0.26
-5.810	0.25
-5.808	0.26
-5.806	0.26
-5.805	0.26
-5.804	0.26
-5.802	0.25
-5.800	0.25
-5.799	0.26
-5.798	0.26
-5.796	0.25
-5.794	0.26
-5.793	0.26
-5.792	0.26
-5.790	0.25
-5.788	0.26
-5.787	0.26
-5.786	0.25
-5.784	0.25
-5.782	0.26
-5.781	0.25
-5.780	0.26
-5.778	0.26
-5.777	0.26
-5.775	0.26
-5.773	0.26
-5.772	0.26
-5.771	0.27
-5.769	0.27
-5.767	0.26
-5.766	0.27
-5.765	0.27
-5.763	0.27
-5.761	0.27
-5.760	0.27
-5.759	0.27
-5.757	0.28
-5.755	0.27
-5.754	0.27
-5.753	0.27
-5.751	0.28
-5.749	0.28
-5.748	0.28
-5.747	0.28
-5.745	0.29
-5.744	0.28
-5.742	0.28
-5.740	0.28
-5.739	0.29
-5.738	0.28
-5.736	0.28
-5.734	0.29
-5.733	0.28
-5.732	0.28
-5.730	0.28
-5.728	0.28
-5.727	0.29
-5.726	0.28
-5.724	0.28
-5.722	0.28
-5.721	0.28
-5.720	0.28
-5.718	0.28
-5.716	0.28
-5.715	0.28
-5.714	0.28
-5.712	0.28
-5.710	0.28
-5.709	0.28
-5.707	0.28
-5.706	0.28
-5.705	0.28
-5.703	0.28
-5.701	0.28
-5.700	0.28
-5.699	0.28
-5.697	0.29
-5.695	0.28
-5.694	0.28
-5.693	0.29
-5.691	0.29
-5.689	0.29
-5.688	0.29
-5.687	0.29
-5.685	0.29
-5.683	0.29
-5.682	0.29
-5.681	0.29
-5.679	0.29
-5.677	0.29
-5.676	0.29
-5.674	0.29
-5.673	0.29
-5.672	0.29
-5.670	0.29
-5.668	0.29
-5.667	0.29
-5.666	0.29
-5.664	0.29
-5.662	0.29
-5.661	0.28
-5.660	0.29
-5.658	0.29
-5.656	0.29
-5.655	0.28
-5.654	0.29
-5.652	0.29
-5.650	0.29
-5.649	0.29
-5.648	0.29
-5.646	0.29
-5.644	0.29
-5.643	0.29
-5.641	0.29
-5.640	0.29
-5.639	0.29
-5.637	0.29
-5.635	0.29
-5.634	0.29
-5.633	0.29
-5.631	0.29
-5.629	0.29
-5.628	0.29
-5.627	0.29
-5.625	0.29
-5.623	0.29
-5.622	0.30
-5.621	0.29
-5.619	0.29
-5.617	0.29
-5.616	0.29
-5.615	0.29
-5.613	0.29
-5.611	0.29
-5.610	0.29
-5.609	0.29
-5.607	0.29
-5.606	0.29
-5.604	0.29
-5.602	0.29
-5.601	0.29
-5.600	0.29
-5.598	0.29
-5.596	0.29
-5.595	0.29
-5.594	0.29
-5.592	0.29
-5.590	0.30
-5.589	0.30
-5.588	0.29
-5.586	0.30
-5.584	0.30
-5.583	0.30
-5.582	0.30
-5.580	0.30
-5.578	0.30
-5.577	0.30
-5.576	0.30
-5.574	0.30
-5.573	0.30
-5.571	0.30
-5.569	0.30
-5.568	0.30
-5.567	0.30
-5.565	0.30
-5.563	0.30
-5.562	0.30
-5.561	0.30
-5.559	0.30
-5.557	0.31
-5.556	0.30
-5.555	0.30
-5.553	0.31
-5.551	0.31
-5.550	0.31
-5.549	0.31
-5.547	0.31
-5.545	0.31
-5.544	0.31
-5.543	0.31
-5.541	0.31
-5.540	0.31
-5.538	0.31
-5.536	0.31
-5.535	0.31
-5.534	0.31
-5.532	0.31
-5.530	0.32
-5.529	0.32
-5.528	0.31
-5.526	0.32
-5.524	0.32
-5.523	0.32
-5.522	0.32
-5.520	0.32
-5.518	0.33
-5.517	0.32
-5.516	0.33
-5.514	0.33
-5.512	0.33
-5.511	0.33
-5.510	0.33
-5.508	0.33
-5.506	0.33
-5.505	0.33
-5.503	0.33
-5.502	0.33
-5.501	0.33
-5.499	0.33
-5.497	0.33
-5.496	0.33
-5.495	0.33
-5.493	0.33
-5.491	0.33
-5.490	0.33
-5.489	0.33
-5.487	0.33
-5.485	0.33
-5.484	0.33
-5.483	0.33
-5.481	0.33
-5.479	0.33
-5.478	0.33
-5.477	0.33
-5.475	0.33
-5.473	0.33
-5.472	0.33
-5.470	0.33
-5.469	0.32
-5.468	0.32
-5.466	0.32
-5.464	0.32
-5.463	0.32
-5.462	0.32
-5.460	0.32
-5.458	0.32
-5.457	0.32
-5.456	0.32
-5.454	0.32
-5.452	0.32
-5.451	0.32
-5.450	0.32
-5.448	0.32
-5.446	0.33
-5.445	0.33
-5.444	0.32
-5.442	0.32
-5.440	0.32
-5.439	0.32
-5.438	0.32
-5.436	0.32
-5.435	0.32
-5.433	0.32
-5.431	0.32
-5.430	0.32
-5.429	0.32
-5.427	0.32
-5.425	0.32
-5.424	0.32
-5.423	0.32
-5.421	0.32
-5.419	0.32
-5.418	0.32
-5.417	0.32
-5.415	0.32
-5.413	0.32
-5.412	0.32
-5.411	0.32
-5.409	0.32
-5.407	0.32
-5.406	0.32
-5.405	0.32
-5.403	0.32
-5.402	0.32
-5.400	0.32
-5.398	0.32
-5.397	0.32
-5.396	0.32
-5.394	0.32
-5.392	0.32
-5.391	0.32
-5.390	0.32
-5.388	0.32
-5.386	0.32
-5.385	0.32
-5.384	0.32
-5.382	0.33
-5.380	0.32
-5.379	0.32
-5.378	0.32
-5.376	0.32
-5.374	0.32
-5.373	0.32
-5.372	0.32
-5.370	0.32
-5.369	0.32
-5.367	0.32
-5.365	0.32
-5.364	0.33
-5.363	0.32
-5.361	0.33
-5.359	0.33
-5.358	0.33
-5.357	0.33
-5.355	0.33
-5.353	0.33
-5.352	0.34
-5.351	0.34
-5.349	0.34
-5.347	0.34
-5.346	0.34
-5.345	0.35
-5.343	0.35
-5.341	0.35
-5.340	0.35
-5.339	0.35
-5.337	0.36
-5.335	0.35
-5.334	0.35
-5.332	0.36
-5.331	0.36
-5.330	0.36
-5.328	0.36
-5.326	0.36
-5.325	0.35
-5.324	0.36
-5.322	0.36
-5.320	0.36
-5.319	0.36
-5.318	0.36
-5.316	0.36
-5.314	0.36
-5.313	0.36
-5.312	0.37
-5.310	0.37
-5.308	0.36
-5.307	0.37
-5.306	0.37
-5.304	0.37
-5.302	0.37
-5.301	0.37
-5.299	0.37
-5.298	0.37
-5.297	0.37
-5.295	0.37
-5.293	0.37
-5.292	0.37
-5.291	0.37
-5.289	0.37
-5.287	0.38
-5.286	0.37
-5.285	0.37
-5.283	0.37
-5.281	0.37
-5.280	0.37
-5.279	0.37
-5.277	0.37
-5.275	0.37
-5.274	0.37
-5.273	0.37
-5.271	0.37
-5.269	0.37
-5.268	0.37
-5.266	0.37
-5.265	0.37
-5.264	0.37
-5.262	0.37
-5.260	0.38
-5.259	0.37
-5.258	0.37
-5.256	0.37
-5.254	0.37
-5.253	0.37
-5.252	0.37
-5.250	0.38
-5.248	0.38
-5.247	0.38
-5.246	0.38
-5.244	0.38
-5.242	0.38
-5.241	0.38
-5.240	0.37
-5.238	0.37
-5.236	0.38
-5.235	0.38
-5.234	0.37
-5.232	0.37
-5.231	0.37
-5.229	0.37
-5.227	0.37
-5.226	0.37
-5.225	0.37
-5.223	0.37
-5.221	0.37
-5.220	0.37
-5.219	0.37
-5.217	0.37
-5.215	0.37
-5.214	0.37
-5.213	0.37
-5.211	0.37
-5.209	0.37
-5.208	0.37
-5.207	0.36
-5.205	0.37
-5.203	0.37
-5.202	0.37
-5.201	0.37
-5.199	0.37
-5.198	0.38
-5.196	0.38
-5.194	0.38
-5.193	0.38
-5.192	0.38
-5.190	0.38
-5.188	0.38
-5.187	0.38
-5.186	0.38
-5.184	0.38
-5.182	0.38
-5.181	0.38
-5.180	0.38
-5.178	0.39
-5.176	0.39
-5.175	0.39
-5.174	0.39
-5.172	0.39
-5.170	0.39
-5.169	0.39
-5.168	0.39
-5.166	0.39
-5.165	0.39
-5.163	0.39
-5.161	0.40
-5.160	0.40
-5.159	0.40
-5.157	0.40
-5.155	0.40
-5.154	0.40
-5.153	0.40
-5.151	0.40
-5.149	0.40
-5.148	0.40
-5.147	0.40
-5.145	0.40
-5.143	0.40
-5.142	0.40
-5.141	0.40
-5.139	0.40
-5.137	0.40
-5.136	0.40
-5.135	0.40
-5.133	0.40
-5.131	0.40
-5.130	0.40
-5.128	0.40
-5.127	0.40
-5.126	0.40
-5.124	0.40
-5.122	0.40
-5.121	0.40
-5.120	0.40
-5.118	0.40
-5.116	0.40
-5.115	0.40
-5.114	0.41
-5.112	0.41
-5.110	0.41
-5.109	0.41
-5.108	0.41
-5.106	0.41
-5.104	0.41
-5.103	0.41
-5.102	0.42
-5.100	0.42
-5.098	0.42
-5.097	0.42
-5.095	0.42
-5.094	0.42
-5.093	0.42
-5.091	0.42
-5.089	0.42
-5.088	0.42
-5.087	0.42
-5.085	0.42
-5.083	0.42
-5.082	0.42
-5.081	0.42
-5.079	0.42
-5.077	0.42
-5.076	0.42
-5.075	0.42
-5.073	0.42
-5.071	0.41
-5.070	0.41
-5.069	0.41
-5.067	0.41
-5.065	0.41
-5.064	0.41
-5.063	0.41
-5.061	0.41
-5.060	0.41
-5.058	0.41
-5.056	0.41
-5.055	0.41
-5.054	0.41
-5.052	0.41
-5.050	0.41
-5.049	0.42
-5.048	0.41
-5.046	0.41
-5.044	0.42
-5.043	0.42
-5.042	0.42
-5.040	0.41
-5.038	0.42
-5.037	0.41
-5.036	0.42
-5.034	0.42
-5.032	0.42
-5.031	0.42
-5.030	0.42
-5.028	0.42
-5.027	0.42
-5.025	0.41
-5.023	0.42
-5.022	0.41
-5.021	0.41
-5.019	0.41
-5.017	0.41
-5.016	0.41
-5.015	0.41
-5.013	0.41
-5.011	0.41
-5.010	0.41
-5.009	0.40
-5.007	0.40
-5.005	0.40
-5.004	0.40
-5.003	0.40
-5.001	0.40
-4.999	0.40
-4.998	0.41
-4.997	0.39
-4.995	0.39
-4.994	0.39
-4.992	0.39
-4.990	0.39
-4.989	0.39
-4.988	0.38
-4.986	0.38
-4.984	0.39
-4.983	0.39
-4.982	0.38
-4.980	0.38
-4.978	0.38
-4.977	0.38
-4.976	0.38
-4.974	0.38
-4.972	0.38
-4.971	0.38
-4.970	0.38
-4.968	0.38
-4.966	0.38
-4.965	0.38
-4.964	0.38
-4.962	0.37
-4.960	0.38
-4.959	0.38
-4.957	0.37
-4.956	0.38
-4.955	0.38
-4.953	0.37
-4.951	0.38
-4.950	0.38
-4.949	0.38
-4.947	0.38
-4.945	0.38
-4.944	0.38
-4.943	0.38
-4.941	0.38
-4.939	0.38
-4.938	0.38
-4.937	0.38
-4.935	0.38
-4.933	0.39
-4.932	0.39
-4.931	0.39
-4.929	0.39
-4.927	0.39
-4.926	0.39
-4.924	0.39
-4.923	0.39
-4.922	0.39
-4.920	0.39
-4.918	0.39
-4.917	0.39
-4.916	0.38
-4.914	0.38
-4.912	0.39
-4.911	0.39
-4.910	0.39
-4.908	0.38
-4.906	0.39
-4.905	0.39
-4.904	0.39
-4.902	0.38
-4.900	0.39
-4.899	0.39
-4.898	0.38
-4.896	0.38
-4.894	0.39
-4.893	0.39
-4.891	0.38
-4.890	0.38
-4.889	0.38
-4.887	0.38
-4.885	0.38
-4.884	0.38
-4.883	0.38
-4.881	0.38
-4.879	0.38
-4.878	0.38
-4.877	0.38
-4.875	0.38
-4.873	0.38
-4.872	0.38
-4.871	0.38
-4.869	0.38
-4.867	0.38
-4.866	0.38
-4.865	0.38
-4.863	0.38
-4.861	0.38
-4.860	0.38
-4.859	0.38
-4.857	0.38
-4.856	0.38
-4.854	0.39
-4.852	0.38
-4.851	0.38
-4.850	0.38
-4.848	0.39
-4.846	0.38
-4.845	0.38
-4.844	0.38
-4.842	0.38
-4.840	0.38
-4.839	0.38
-4.838	0.38
-4.836	0.38
-4.834	0.38
-4.833	0.38
-4.832	0.38
-4.830	0.38
-4.828	0.39
-4.827	0.39
-4.826	0.39
-4.824	0.39
-4.823	0.39
-4.821	0.39
-4.819	0.38
-4.818	0.38
-4.817	0.39
-4.815	0.39
-4.813	0.38
-4.812	0.38
-4.811	0.38
-4.809	0.38
-4.807	0.38
-4.806	0.38
-4.805	0.38
-4.803	0.38
-4.801	0.38
-4.800	0.39
-4.799	0.39
-4.797	0.39
-4.795	0.39
-4.794	0.39
-4.793	0.39
-4.791	0.39
-4.790	0.39
-4.788	0.39
-4.786	0.39
-4.785	0.39
-4.784	0.39
-4.782	0.39
-4.780	0.39
-4.779	0.39
-4.778	0.39
-4.776	0.39
-4.774	0.39
-4.773	0.39
-4.772	0.39
-4.770	0.39
-4.768	0.39
-4.767	0.39
-4.766	0.39
-4.764	0.39
-4.762	0.39
-4.761	0.39
-4.760	0.39
-4.758	0.38
-4.756	0.39
-4.755	0.39
-4.753	0.39
-4.752	0.39
-4.751	0.39
-4.749	0.39
-4.747	0.38
-4.746	0.38
-4.745	0.39
-4.743	0.39
-4.741	0.39
-4.740	0.38
-4.739	0.39
-4.737	0.39
-4.735	0.39
-4.734	0.39
-4.733	0.39
-4.731	0.39
-4.729	0.38
-4.728	0.38
-4.727	0.39
-4.725	0.39
-4.723	0.38
-4.722	0.38
-4.720	0.39
-4.719	0.38
-4.718	0.38
-4.716	0.38
-4.714	0.38
-4.713	0.38
-4.712	0.37
-4.710	0.37
-4.708	0.37
-4.707	0.38
-4.706	0.37
-4.704	0.37
-4.702	0.37
-4.701	0.37
-4.700	0.37
-4.698	0.37
-4.696	0.37
-4.695	0.37
-4.694	0.37
-4.692	0.37
-4.690	0.37
-4.689	0.36
-4.688	0.37
-4.686	0.37
-4.685	0.37
-4.683	0.37
-4.681	0.37
-4.680	0.37
-4.679	0.36
-4.677	0.36
-4.675	0.37
-4.674	0.37
-4.673	0.37
